fecha,concepto,tipo,importe,saldo_acumulado
2023-04-13,Pago: Software y SaaS,gasto,-5154.6,-110359.62
2023-04-13,Pago: Pago Fraccionado IS,gasto,-8660.0,-119019.62
2023-04-15,Cobro: Retainer March 2023 - DataSmart Systems SA,ingreso,13576.2,-105443.42
2023-04-16,Cobro: Plan de Promocion Internacional - Calzados Deportivos SL - F,ingreso,13261.6,-92181.82
2023-04-17,Pago: Alquiler oficina,gasto,-7272.1,-99453.92
2023-04-19,Pago: Servicios profesionales,gasto,-3654.2,-103108.12
2023-04-21,Pago: Suministros,gasto,-1113.2,-104221.32
2023-04-25,Cobro: Retainer March 2023 - Nexus Software Group,ingreso,12644.5,-91576.82
2023-04-28,Pago: Seguros,gasto,-1863.4,-93440.22
2023-05-01,Pago: Alquiler oficina,gasto,-6860.7,-100300.92
2023-05-01,Cobro: Plan de Promocion Internacional - Calzados Deportivos SL - F,ingreso,10115.6,-90185.32
2023-05-03,Pago: Servicios profesionales,gasto,-3170.2,-93355.52
2023-05-03,Pago: Marketing y publicidad,gasto,-14157.0,-107512.52
2023-05-04,Cobro: Retainer April 2023 - Embotellados del Norte SL,ingreso,9982.5,-97530.02
2023-05-05,Disposicion poliza de credito,ingreso,184200.0,86669.98
2023-05-07,Pago: Nominas,gasto,-179300.0,-92630.02
2023-05-08,Pago: Seguros,gasto,-1875.5,-94505.52
2023-05-08,Cobro: Retainer April 2023 - AppDigital Labs,ingreso,7986.0,-86519.52
2023-05-10,Cobro: Plan de Promocion Internacional - NexaTech Devices SL - Fact,ingreso,6025.8,-80493.72
2023-05-11,Cobro: Retainer April 2023 - Alimentos del Sur SL,ingreso,11979.0,-68514.72
2023-05-13,Pago: Alquiler oficina,gasto,-7272.1,-75786.82
2023-05-13,Cobro: Retainer April 2023 - InnovaTech Solutions SL,ingreso,11313.5,-64473.32
2023-05-13,Cobro: Retainer April 2023 - DataSmart Systems SA,ingreso,13576.2,-50897.12
2023-05-14,Cobro: Retainer April 2023 - CyberSecure Consulting,ingreso,14641.0,-36256.12
2023-05-15,Cobro: Retainer April 2023 - Nexus Software Group,ingreso,12644.5,-23611.62
2023-05-18,Cobro: Retainer April 2023 - Olivares del Mediterraneo,ingreso,8651.5,-14960.12
2023-05-23,Pago: Suministros,gasto,-1016.4,-15976.52
2023-05-24,Cobro: Retainer April 2023 - Aceites y Olivares SL,ingreso,13310.0,-2666.52
2023-05-26,Cobro: Retainer April 2023 - InduSteel Components SA,ingreso,16637.5,13970.98
2023-06-05,Cobro: Retainer May 2023 - Aceites y Olivares SL,ingreso,12705.0,26675.98
2023-06-07,Pago: Seguros,gasto,-1875.5,24800.48
2023-06-08,Pago: Material de oficina,gasto,-617.1,24183.38
2023-06-08,Cobro: Retainer May 2023 - Olivares del Mediterraneo,ingreso,8252.2,32435.58
2023-06-09,Pago: Software y SaaS,gasto,-7175.3,25260.28
2023-06-09,Cobro: Retainer May 2023 - Nexus Software Group,ingreso,12075.8,37336.08
2023-06-12,Cobro: Retainer May 2023 - AppDigital Labs,ingreso,7623.0,44959.08
2023-06-14,Pago: Asesoria legal local,gasto,-1464.1,43494.98
2023-06-14,Cobro: Retainer May 2023 - BioTech Health SL,ingreso,10164.0,53658.98
2023-06-14,Cobro: Retainer May 2023 - Alimentos del Sur SL,ingreso,11434.5,65093.48
2023-06-14,Cobro: Plan de Promocion Internacional - NexaTech Devices SL - Fact,ingreso,13431.0,78524.48
2023-06-17,Cobro: Retainer May 2023 - DataSmart Systems SA,ingreso,12959.1,91483.58
2023-06-19,Cobro: Retainer May 2023 - Embotellados del Norte SL,ingreso,9534.8,101018.38
2023-06-22,Pago: Nominas,gasto,-191700.0,-90681.62
2023-06-23,Cobro: Retainer May 2023 - InnovaTech Solutions SL,ingreso,10793.2,-79888.42
2023-06-23,Cobro: Retainer May 2023 - Frutas y Hortalizas del Norte,ingreso,10793.2,-69095.22
2023-06-24,Cobro: Retainer May 2023 - CyberSecure Consulting,ingreso,13975.5,-55119.72
2023-06-26,Pago: Suministros,gasto,-1161.6,-56281.32
2023-06-26,Pago: Software y SaaS,gasto,-6134.7,-62416.02
2023-06-27,Pago: Alquiler oficina,gasto,-7477.8,-69893.82
2023-06-28,Cobro: Retainer May 2023 - InduSteel Components SA,ingreso,15875.2,-54018.62
2023-07-01,Pago: Seguros,gasto,-2165.9,-56184.52
2023-07-01,Cobro: Plan de Promocion Internacional - Calzados Deportivos SL - F,ingreso,3642.1,-52542.42
2023-07-02,Cobro: Retainer June 2023 - Nexus Software Group,ingreso,11495.0,-41047.42
2023-07-02,Cobro: Plan de Promocion Internacional - NexaTech Devices SL - Fact,ingreso,13431.0,-27616.42
2023-07-05,Pago: Software y SaaS,gasto,-7139.0,-34755.42
2023-07-06,Pago: IVA Trimestral,gasto,-40420.0,-75175.42
2023-07-08,Pago: Nominas,gasto,-191610.0,-266785.42
2023-07-08,Cobro: Retainer June 2023 - DataSmart Systems SA,ingreso,12342.0,-254443.42
2023-07-09,Cobro: Retainer June 2023 - BioTech Health SL,ingreso,9680.0,-244763.42
2023-07-11,Pago: Suministros,gasto,-1270.5,-246033.92
2023-07-12,Cobro: Retainer June 2023 - Olivares del Mediterraneo,ingreso,7865.0,-238168.92
2023-07-13,Pago: Material de oficina,gasto,-617.1,-238786.02
2023-07-13,Cobro: Retainer June 2023 - CampoVerde Export SA,ingreso,8712.0,-230074.02
2023-07-13,Cobro: Campana de Marketing Internacional - Travel Experience Group,ingreso,19723.0,-210351.02
2023-07-16,Cobro: Retainer June 2023 - AppDigital Labs,ingreso,7260.0,-203091.02
2023-07-17,Cobro: Retainer June 2023 - Embotellados del Norte SL,ingreso,9075.0,-194016.02
2023-07-19,Pago: Alquiler oficina,gasto,-6691.3,-200707.32
2023-07-20,Pago: Servicios profesionales,gasto,-3799.4,-204506.72
2023-07-22,Cobro: Retainer June 2023 - Conservas Artesanas SL,ingreso,6655.0,-197851.72
2023-07-23,Cobro: Retainer June 2023 - CloudNet Espana SL,ingreso,9438.0,-188413.72
2023-07-23,Cobro: Retainer June 2023 - Alimentos del Sur SL,ingreso,10890.0,-177523.72
2023-07-25,Cobro: Retainer June 2023 - Aceites y Olivares SL,ingreso,12100.0,-165423.72
2023-07-26,Disposicion poliza de credito,ingreso,243600.0,78176.28
2023-07-27,Cobro: Retainer June 2023 - CyberSecure Consulting,ingreso,13310.0,91486.28
2023-07-27,Cobro: Retainer June 2023 - Frutas y Hortalizas del Norte,ingreso,10285.0,101771.28
2023-07-27,Cobro: Retainer June 2023 - InduSteel Components SA,ingreso,15125.0,116896.28
2023-07-28,Pago: Servicios profesionales,gasto,-4948.9,111947.38
2023-07-28,Cobro: Retainer June 2023 - InnovaTech Solutions SL,ingreso,10285.0,122232.38
2023-08-01,Pago: Alquiler oficina,gasto,-6691.3,115541.08
2023-08-03,Cobro: Retainer July 2023 - AppDigital Labs,ingreso,6534.0,122075.08
2023-08-06,Cobro: Retainer July 2023 - Alimentos del Sur SL,ingreso,9801.0,131876.08
2023-08-08,Cobro: Retainer July 2023 - CampoVerde Export SA,ingreso,7840.8,139716.88
2023-08-10,Pago: IVA Trimestral,gasto,-40420.0,99296.88
2023-08-10,Pago: Suministros,gasto,-1379.4,97917.48
2023-08-10,Pago: Alquiler stands ferias,gasto,-4101.9,93815.58
2023-08-10,Cobro: Retainer July 2023 - BioTech Health SL,ingreso,8712.0,102527.58
2023-08-12,Pago: Material de oficina,gasto,-508.2,102019.38
2023-08-12,Cobro: Retainer July 2023 - CyberSecure Consulting,ingreso,11979.0,113998.38
2023-08-14,Pago: Nominas,gasto,-172930.0,-58931.62
2023-08-14,Cobro: Retainer July 2023 - Nexus Software Group,ingreso,10345.5,-48586.12
2023-08-14,Cobro: Retainer July 2023 - Frutas y Hortalizas del Norte,ingreso,9256.5,-39329.62
2023-08-15,Cobro: Retainer July 2023 - CloudNet Espana SL,ingreso,8494.2,-30835.42
2023-08-15,Cobro: Plan de Promocion Internacional - Calzados Deportivos SL - F,ingreso,3642.1,-27193.32
2023-08-15,Cobro: Campana de Marketing Internacional - Ingenieria Mecanica SL ,ingreso,3194.4,-23998.92
2023-08-16,Cobro: Retainer July 2023 - InnovaTech Solutions SL,ingreso,9256.5,-14742.42
2023-08-16,Cobro: Retainer July 2023 - InduSteel Components SA,ingreso,13612.5,-1129.92
2023-08-17,Cobro: Retainer July 2023 - Conservas Artesanas SL,ingreso,5989.5,4859.58
2023-08-19,Cobro: Retainer July 2023 - Embotellados del Norte SL,ingreso,8167.5,13027.08
2023-08-21,Cobro: Retainer July 2023 - Aceites y Olivares SL,ingreso,10890.0,23917.08
2023-08-22,Cobro: Retainer July 2023 - Olivares del Mediterraneo,ingreso,7078.5,30995.58
2023-08-23,Pago: Suministros,gasto,-1113.2,29882.38
2023-08-23,Pago: Software y SaaS,gasto,-7175.3,22707.08
2023-08-23,Cobro: Retainer July 2023 - DataSmart Systems SA,ingreso,11107.8,33814.88
2023-08-24,Pago: Suministros,gasto,-1270.5,32544.38
2023-08-26,Cobro: Plan de Promocion Internacional - Calzados Deportivos SL - F,ingreso,6461.4,39005.78
2023-09-01,Cobro: Retainer August 2023 - Nexus Software Group,ingreso,6897.0,45902.78
2023-09-01,Cobro: Retainer August 2023 - Embotellados del Norte SL,ingreso,5445.0,51347.78
2023-09-02,Pago: Alquiler oficina,gasto,-7308.4,44039.38
2023-09-02,Pago: Software y SaaS,gasto,-6328.3,37711.08
2023-09-05,Cobro: Retainer August 2023 - BioTech Health SL,ingreso,5808.0,43519.08
2023-09-06,Pago: Alquiler stands ferias,gasto,-4101.9,39417.18
2023-09-07,Pago: Suministros,gasto,-1113.2,38303.98
2023-09-08,Pago: Traduccion y adaptacion,gasto,-689.7,37614.28
2023-09-09,Pago: Alquiler oficina,gasto,-7804.5,29809.78
2023-09-09,Cobro: Retainer August 2023 - CampoVerde Export SA,ingreso,5227.2,35036.98
2023-09-09,Cobro: Retainer August 2023 - Olivares del Mediterraneo,ingreso,4719.0,39755.98
2023-09-10,Pago: Nominas,gasto,-186420.0,-146664.02
2023-09-10,Cobro: Campana de Marketing Internacional - Ingenieria Mecanica SL ,ingreso,8058.6,-138605.42
2023-09-11,Cobro: Retainer August 2023 - Aceites y Olivares SL,ingreso,7260.0,-131345.42
2023-09-12,Cobro: Retainer August 2023 - Alimentos del Sur SL,ingreso,6534.0,-124811.42
2023-09-18,Cobro: Retainer August 2023 - DataSmart Systems SA,ingreso,7405.2,-117406.22
2023-09-18,Cobro: Retainer August 2023 - Frutas y Hortalizas del Norte,ingreso,6171.0,-111235.22
2023-09-19,Pago: Material de oficina,gasto,-496.1,-111731.32
2023-09-19,Cobro: Retainer August 2023 - InduSteel Components SA,ingreso,9075.0,-102656.32
2023-09-20,Pago: Suministros,gasto,-1379.4,-104035.72
2023-09-22,Cobro: Plan de Promocion Internacional - Calzados Deportivos SL - F,ingreso,6461.4,-97574.32
2023-09-23,Cobro: Retainer August 2023 - Conservas Artesanas SL,ingreso,3993.0,-93581.32
2023-09-24,Cobro: Retainer August 2023 - CloudNet Espana SL,ingreso,5662.8,-87918.52
2023-09-25,Cobro: Campana de Marketing Internacional - Ingenieria Mecanica SL ,ingreso,3194.4,-84724.12
2023-09-27,Cobro: Retainer August 2023 - InnovaTech Solutions SL,ingreso,6171.0,-78553.12
2023-09-27,Cobro: Retainer August 2023 - CyberSecure Consulting,ingreso,7986.0,-70567.12
2023-09-28,Cobro: Retainer August 2023 - AppDigital Labs,ingreso,4356.0,-66211.12
2023-10-04,Cobro: Retainer September 2023 - Alimentos del Sur SL,ingreso,11979.0,-54232.12
2023-10-04,Cobro: Retainer September 2023 - Conservas Artesanas SL,ingreso,7320.5,-46911.62
2023-10-04,Cobro: Plan de Promocion Internacional - Metalurgica Avanzada SA - ,ingreso,7489.9,-39421.72
2023-10-05,Pago: Software y SaaS,gasto,-5578.1,-44999.82
2023-10-06,Cobro: Retainer September 2023 - CloudNet Espana SL,ingreso,10381.8,-34618.02
2023-10-07,Pago: Suministros,gasto,-992.2,-35610.22
2023-10-07,Pago: Pago Fraccionado IS,gasto,-17470.0,-53080.22
2023-10-07,Cobro: Retainer September 2023 - CampoVerde Export SA,ingreso,9583.2,-43497.02
2023-10-09,Cobro: Retainer September 2023 - BioTech Health SL,ingreso,10648.0,-32849.02
2023-10-10,Pago: Servicios profesionales,gasto,-5408.7,-38257.72
2023-10-10,Cobro: Retainer September 2023 - DataSmart Systems SA,ingreso,13576.2,-24681.52
2023-10-10,Cobro: Retainer September 2023 - CyberSecure Consulting,ingreso,14641.0,-10040.52
2023-10-11,Pago: Material de oficina,gasto,-822.8,-10863.32
2023-10-12,Cobro: Retainer September 2023 - EnerRenovables Solar SA,ingreso,13043.8,2180.48
2023-10-13,Cobro: Retainer September 2023 - AppDigital Labs,ingreso,7986.0,10166.48
2023-10-13,Cobro: Plan de Promocion Internacional - Cloud Infrastructure SL - ,ingreso,9171.8,19338.28
2023-10-15,Pago: Nominas,gasto,-192060.0,-172721.72
2023-10-16,Cobro: Retainer September 2023 - Nexus Software Group,ingreso,12644.5,-160077.22
2023-10-17,Pago: Seguros,gasto,-1560.9,-161638.12
2023-10-18,Pago: Servicios profesionales,gasto,-4186.6,-165824.72
2023-10-19,Cobro: Retainer September 2023 - InnovaTech Solutions SL,ingreso,11313.5,-154511.22
2023-10-19,Cobro: Retainer September 2023 - Olivares del Mediterraneo,ingreso,8651.5,-145859.72
2023-10-19,Cobro: Retainer September 2023 - Aceites y Olivares SL,ingreso,13310.0,-132549.72
2023-10-19,Cobro: Retainer September 2023 - InduSteel Components SA,ingreso,16637.5,-115912.22
2023-10-21,Pago: Alquiler oficina,gasto,-7804.5,-123716.72
2023-10-21,Pago: Viajes y dietas,gasto,-19747.2,-143463.92
2023-10-22,Pago: IVA Trimestral,gasto,-42730.0,-186193.92
2023-10-25,Cobro: Plan de Promocion Internacional - Metalurgica Avanzada SA - ,ingreso,4174.5,-182019.42
2023-10-25,Disposicion poliza de credito,ingreso,191100.0,9080.58
2023-10-26,Cobro: Retainer September 2023 - Frutas y Hortalizas del Norte,ingreso,11313.5,20394.08
2023-10-28,Pago: Alquiler oficina,gasto,-7393.1,13000.98
2023-10-28,Cobro: Retainer September 2023 - Embotellados del Norte SL,ingreso,9982.5,22983.48
2023-11-01,Cobro: Retainer October 2023 - Aceites y Olivares SL,ingreso,13310.0,36293.48
2023-11-01,Cobro: Retainer October 2023 - Embotellados del Norte SL,ingreso,9982.5,46275.98
2023-11-02,Pago: Viajes y dietas,gasto,-1923.9,44352.08
2023-11-03,Pago: Suministros,gasto,-992.2,43359.88
2023-11-05,Cobro: Retainer October 2023 - Conservas Artesanas SL,ingreso,7320.5,50680.38
2023-11-06,Pago: Software y SaaS,gasto,-5578.1,45102.28
2023-11-06,Cobro: Retainer October 2023 - Frutas y Hortalizas del Norte,ingreso,11313.5,56415.78
2023-11-07,Cobro: Retainer October 2023 - InnovaTech Solutions SL,ingreso,11313.5,67729.28
2023-11-07,Cobro: Retainer October 2023 - DataSmart Systems SA,ingreso,13576.2,81305.48
2023-11-08,Pago: Servicios profesionales,gasto,-3424.3,77881.18
2023-11-08,Cobro: Retainer October 2023 - CyberSecure Consulting,ingreso,14641.0,92522.18
2023-11-09,Cobro: Retainer October 2023 - Olivares del Mediterraneo,ingreso,8651.5,101173.68
2023-11-10,Pago: Material de oficina,gasto,-1064.8,100108.88
2023-11-10,Cobro: Retainer October 2023 - CampoVerde Export SA,ingreso,9583.2,109692.08
2023-11-11,Pago: Servicios profesionales,gasto,-4186.6,105505.48
2023-11-11,Pago: Software y SaaS,gasto,-5445.0,100060.48
2023-11-11,Cobro: Plan de Promocion Internacional - Cloud Infrastructure SL - ,ingreso,9171.8,109232.28
2023-11-12,Cobro: Retainer October 2023 - BioTech Health SL,ingreso,10648.0,119880.28
2023-11-12,Cobro: Plan de Promocion Internacional - Metalurgica Avanzada SA - ,ingreso,24151.6,144031.88
2023-11-13,Pago: Alquiler oficina,gasto,-7647.2,136384.68
2023-11-14,Pago: Nominas,gasto,-185310.0,-48925.32
2023-11-14,Cobro: Retainer October 2023 - Nexus Software Group,ingreso,12644.5,-36280.82
2023-11-14,Cobro: Retainer October 2023 - Alimentos del Sur SL,ingreso,11979.0,-24301.82
2023-11-17,Cobro: Retainer October 2023 - EnerRenovables Solar SA,ingreso,13043.8,-11258.02
2023-11-18,Cobro: Retainer October 2023 - CloudNet Espana SL,ingreso,10381.8,-876.22
2023-11-20,Cobro: Retainer October 2023 - AutoParts Iberica SA,ingreso,13975.5,13099.28
2023-11-24,Pago: IVA Trimestral,gasto,-42730.0,-29630.72
2023-11-25,Cobro: Retainer October 2023 - InduSteel Components SA,ingreso,16637.5,-12993.22
2023-11-26,Cobro: Retainer October 2023 - AppDigital Labs,ingreso,7986.0,-5007.22
2023-11-26,Cobro: Plan de Promocion Internacional - Cloud Infrastructure SL - ,ingreso,25192.2,20184.98
2023-12-02,Cobro: Retainer November 2023 - DataSmart Systems SA,ingreso,12342.0,32526.98
2023-12-04,Pago: Alquiler oficina,gasto,-7453.6,25073.38
2023-12-04,Cobro: Retainer November 2023 - InnovaTech Solutions SL,ingreso,10285.0,35358.38
2023-12-05,Pago: Pago Fraccionado IS,gasto,-10580.0,24778.38
2023-12-05,Cobro: Retainer November 2023 - CyberSecure Consulting,ingreso,13310.0,38088.38
2023-12-06,Pago: Suministros,gasto,-1367.3,36721.08
2023-12-07,Pago: Nominas,gasto,-178230.0,-141508.92
2023-12-08,Cobro: Retainer November 2023 - Construcciones Metalicas ML,ingreso,8470.0,-133038.92
2023-12-09,Cobro: Retainer November 2023 - AppDigital Labs,ingreso,7260.0,-125778.92
2023-12-09,Cobro: Retainer November 2023 - Frutas y Hortalizas del Norte,ingreso,10285.0,-115493.92
2023-12-10,Cobro: Retainer November 2023 - Conservas Artesanas SL,ingreso,6655.0,-108838.92
2023-12-10,Cobro: Retainer November 2023 - Embotellados del Norte SL,ingreso,9075.0,-99763.92
2023-12-12,Pago: Software y SaaS,gasto,-4961.0,-104724.92
2023-12-12,Cobro: Retainer November 2023 - Alimentos del Sur SL,ingreso,10890.0,-93834.92
2023-12-12,Cobro: Retainer November 2023 - InduSteel Components SA,ingreso,15125.0,-78709.92
2023-12-13,Cobro: Retainer November 2023 - CampoVerde Export SA,ingreso,8712.0,-69997.92
2023-12-14,Cobro: Retainer November 2023 - AutoParts Iberica SA,ingreso,12705.0,-57292.92
2023-12-16,Cobro: Retainer November 2023 - EnerRenovables Solar SA,ingreso,11858.0,-45434.92
2023-12-17,Cobro: Retainer November 2023 - Destilerias del Sur SL,ingreso,9438.0,-35996.92
2023-12-18,Pago: Material de oficina,gasto,-580.8,-36577.72
2023-12-19,Cobro: Retainer November 2023 - CloudNet Espana SL,ingreso,9438.0,-27139.72
2023-12-19,Cobro: Retainer November 2023 - Olivares del Mediterraneo,ingreso,7865.0,-19274.72
2023-12-19,Cobro: Retainer November 2023 - Aceites y Olivares SL,ingreso,12100.0,-7174.72
2023-12-20,Pago: Seguros,gasto,-2044.9,-9219.62
2023-12-24,Cobro: Retainer November 2023 - BioTech Health SL,ingreso,9680.0,460.38
2023-12-26,Cobro: Retainer November 2023 - Nexus Software Group,ingreso,11495.0,11955.38
2023-12-28,Pago: Servicios profesionales,gasto,-3170.2,8785.18
2024-01-01,Cobro: Retainer December 2023 - Cervezas Artesanas Gredos,ingreso,4404.4,13189.58
2024-01-01,Cobro: Mision Comercial - Vinedos Solariegos SL - Factura 1/1,ingreso,20812.0,34001.58
2024-01-04,Cobro: Retainer December 2023 - Construcciones Metalicas ML,ingreso,5929.0,39930.58
2024-01-05,Cobro: Retainer December 2023 - Olivares del Mediterraneo,ingreso,5505.5,45436.08
2024-01-06,Cobro: Retainer December 2023 - CyberSecure Consulting,ingreso,9317.0,54753.08
2024-01-07,Cobro: Retainer December 2023 - Frutas y Hortalizas del Norte,ingreso,7199.5,61952.58
2024-01-08,Pago: Servicios profesionales,gasto,-4198.7,57753.88
2024-01-08,Cobro: Retainer December 2023 - Nexus Software Group,ingreso,8046.5,65800.38
2024-01-09,Pago: Software y SaaS,gasto,-6521.9,59278.48
2024-01-09,Pago: Nominas,gasto,-194020.0,-134741.52
2024-01-09,Cobro: Retainer December 2023 - CampoVerde Export SA,ingreso,6098.4,-128643.12
2024-01-11,Cobro: Retainer December 2023 - AppDigital Labs,ingreso,5082.0,-123561.12
2024-01-12,Pago: Material de oficina,gasto,-786.5,-124347.62
2024-01-13,Cobro: Retainer December 2023 - Destilerias del Sur SL,ingreso,6606.6,-117741.02
2024-01-14,Pago: Alquiler oficina,gasto,-7066.4,-124807.42
2024-01-15,Cobro: Retainer December 2023 - Embotellados del Norte SL,ingreso,6352.5,-118454.92
2024-01-18,Pago: Marketing y publicidad,gasto,-3049.2,-121504.12
2024-01-18,Cobro: Retainer December 2023 - DataSmart Systems SA,ingreso,8639.4,-112864.72
2024-01-19,Cobro: Retainer December 2023 - EnerRenovables Solar SA,ingreso,8300.6,-104564.12
2024-01-21,Cobro: Retainer December 2023 - InduSteel Components SA,ingreso,10587.5,-93976.62
2024-01-22,Pago: Material de oficina,gasto,-580.8,-94557.42
2024-01-22,Cobro: Retainer December 2023 - InnovaTech Solutions SL,ingreso,7199.5,-87357.92
2024-01-22,Cobro: Retainer December 2023 - Conservas Artesanas SL,ingreso,4658.5,-82699.42
2024-01-22,Cobro: Retainer December 2023 - AutoParts Iberica SA,ingreso,8893.5,-73805.92
2024-01-24,Pago: Servicios profesionales,gasto,-5432.9,-79238.82
2024-01-26,Cobro: Retainer December 2023 - BioTech Health SL,ingreso,6776.0,-72462.82
2024-01-26,Cobro: Retainer December 2023 - Alimentos del Sur SL,ingreso,7623.0,-64839.82
2024-01-27,Cobro: Retainer December 2023 - CloudNet Espana SL,ingreso,6606.6,-58233.22
2024-01-27,Cobro: Retainer December 2023 - Aceites y Olivares SL,ingreso,8470.0,-49763.22
2024-02-01,Pago: Servicios profesionales,gasto,-4198.7,-53961.92
2024-02-01,Cobro: Retainer January 2024 - Cervezas Artesanas Gredos,ingreso,6921.2,-47040.72
2024-02-04,Cobro: Retainer January 2024 - AppDigital Labs,ingreso,7986.0,-39054.72
2024-02-04,Cobro: Retainer January 2024 - Aceites y Olivares SL,ingreso,13310.0,-25744.72
2024-02-06,Cobro: Retainer January 2024 - BioTech Health SL,ingreso,10648.0,-15096.72
2024-02-06,Cobro: Retainer January 2024 - Frutas y Hortalizas del Norte,ingreso,11313.5,-3783.22
2024-02-06,Cobro: Retainer January 2024 - Destilerias del Sur SL,ingreso,10381.8,6598.58
2024-02-07,Cobro: Retainer January 2024 - AutoParts Iberica SA,ingreso,13975.5,20574.08
2024-02-08,Cobro: Retainer January 2024 - InnovaTech Solutions SL,ingreso,11313.5,31887.58
2024-02-09,Cobro: Retainer January 2024 - Embotellados del Norte SL,ingreso,9982.5,41870.08
2024-02-10,Cobro: Retainer January 2024 - Conservas Artesanas SL,ingreso,7320.5,49190.58
2024-02-12,Pago: Software y SaaS,gasto,-6521.9,42668.68
2024-02-14,Cobro: Retainer January 2024 - Construcciones Metalicas ML,ingreso,9317.0,51985.68
2024-02-15,Pago: Seguros,gasto,-1766.6,50219.08
2024-02-15,Pago: Material de oficina,gasto,-847.0,49372.08
2024-02-15,Pago: Nominas,gasto,-176920.0,-127547.92
2024-02-15,Cobro: Retainer January 2024 - CyberSecure Consulting,ingreso,14641.0,-112906.92
2024-02-16,Cobro: Retainer January 2024 - InduSteel Components SA,ingreso,16637.5,-96269.42
2024-02-17,Cobro: Retainer January 2024 - Nexus Software Group,ingreso,12644.5,-83624.92
2024-02-18,Pago: Suministros,gasto,-1597.2,-85222.12
2024-02-22,Pago: Seguros,gasto,-1923.9,-87146.02
2024-02-22,Cobro: Retainer January 2024 - Alimentos del Sur SL,ingreso,11979.0,-75167.02
2024-02-24,Cobro: Retainer January 2024 - CampoVerde Export SA,ingreso,9583.2,-65583.82
2024-02-25,Cobro: Retainer January 2024 - CloudNet Espana SL,ingreso,10381.8,-55202.02
2024-02-27,Pago: Alquiler oficina,gasto,-7078.5,-62280.52
2024-02-27,Cobro: Retainer January 2024 - EnerRenovables Solar SA,ingreso,13043.8,-49236.72
2024-02-28,Cobro: Retainer January 2024 - Olivares del Mediterraneo,ingreso,8651.5,-40585.22
2024-03-01,Pago: Asesoria legal local,gasto,-2238.5,-42823.72
2024-03-01,Cobro: Retainer February 2024 - InnovaTech Solutions SL,ingreso,9776.8,-33046.92
2024-03-02,Cobro: Retainer February 2024 - Embotellados del Norte SL,ingreso,8615.2,-24431.72
2024-03-02,Cobro: Retainer February 2024 - ElecTech Sistemas SL,ingreso,9425.9,-15005.82
2024-03-03,Cobro: Retainer February 2024 - Nexus Software Group,ingreso,10914.2,-4091.62
2024-03-04,Pago: Suministros,gasto,-1524.6,-5616.22
2024-03-05,Cobro: Retainer February 2024 - Destilerias del Sur SL,ingreso,8966.1,3349.88
